lang,T,n1,n_types,plateau_size,plateau_mass,floor,plateau_types_used,corpus_lines,empty_lines
pbb_Latn,911335,359,3549,92010,1.92553998e-03,-17.682201,137,17747,0
pbc_Latn,621256,296,3114,93054,2.88018404e-03,-17.290836,130,13500,0
pbi_Latn,701221,244,2852,94116,2.56730240e-03,-17.417183,153,13371,0
pbt_Arab,12724581,2199,7245,91972,4.39758829e-04,-19.158524,1859,80648,0
pcd_Latn,42350,1155,3429,93113,3.46584949e-02,-14.803782,28,2213,0
pck_Latn,1260031,813,5633,88366,1.33144549e-03,-18.010733,233,37494,0
pcm_Latn,1878786,1694,10218,82998,1.03931769e-03,-18.195763,639,33265,0
pdc_Latn,528614,809,4332,91032,3.27814364e-03,-17.139444,167,13498,0
pdt_Latn,2858106,842,5530,88975,5.93370753e-04,-18.825802,434,100000,0
pem_Latn,168313,934,3513,91835,9.97561595e-03,-16.035360,88,8343,0
pfe_Latn,598095,416,2714,94352,3.03768390e-03,-17.251448,128,15290,0
pfl_Latn,308695,1877,7173,87742,5.21202538e-03,-16.638943,137,8500,0
phm_Latn,751945,1088,5574,87828,2.23778795e-03,-17.485403,228,38316,0
pib_Latn,898526,552,4145,92015,1.92626911e-03,-17.681877,195,25109,0
pio_Latn,1273645,169,2693,94485,1.42777353e-03,-18.007835,152,17469,0
pir_Latn,900043,172,2925,93624,1.99580149e-03,-17.663752,180,17355,0
pis_Latn,2212070,1190,7229,86209,7.60469485e-04,-18.546104,266,100000,0
pjt_Latn,1253532,181,1916,95298,1.48077502e-03,-17.979954,179,19780,0
pkb_Latn,564905,573,5073,89820,3.02130838e-03,-17.207628,394,13429,0
plg_Latn,969463,443,3588,92720,1.82056331e-03,-17.745949,196,15999,0
pls_Latn,1689248,357,5062,89414,1.01645850e-03,-18.292463,230,36929,0
plt_Latn,3569071,1846,9665,84553,4.54587471e-04,-19.041254,831,100000,0
plu_Latn,1315199,379,4347,90838,1.32760448e-03,-18.041212,237,22814,0
plw_Latn,797899,290,5022,89788,2.15805904e-03,-17.543753,197,18070,0
pma_Latn,1477692,234,4226,91129,1.19107401e-03,-18.152931,172,31148,0
pmf_Latn,751920,522,4075,90220,2.31865546e-03,-17.476774,197,13325,0
pmq_Latn,18495,519,1444,96673,6.69397288e-02,-14.183052,20,315,0
pms_Latn,748640,2162,9436,85243,2.15698369e-03,-17.492306,443,26149,0
pmx_Latn,1327425,783,4382,89671,1.30562610e-03,-18.044975,227,30033,0
pnb_Arab,3602815,2127,6289,92838,4.84668012e-04,-19.070658,1778,100000,0
pne_Latn,781098,163,2977,92733,2.30212110e-03,-17.511404,100,17790,0
pnt_Grek,39477,57,492,99343,3.89170743e-02,-14.752656,35,846,0
pny_Latn,606459,177,2000,96395,3.05367783e-03,-17.267618,123,11061,0
poe_Latn,1691052,203,3229,93244,1.06976340e-03,-18.283293,192,34622,0
poh_Latn,3937327,715,6302,87669,4.31238571e-04,-19.130173,447,57259,0
poi_Latn,1241144,115,3562,92569,1.43970203e-03,-17.979029,183,24578,0
pol_Latn,5276750,2190,10816,81714,2.96649200e-04,-19.433941,849,100000,0
pon_Latn,2526012,1199,7341,86256,6.55894305e-04,-18.694586,481,100000,0
por_Latn,4365877,2083,11622,81273,3.54895564e-04,-19.249256,719,100000,0
pos_Latn,194974,738,3010,93327,8.87070974e-03,-16.168865,96,4298,0
pot_Latn,169159,334,2039,95647,1.01411241e-02,-16.059576,122,3543,0
pov_Latn,462737,1114,5190,89690,3.66814357e-03,-17.012184,165,23414,0
poy_Latn,415149,443,4140,90667,4.10831577e-03,-16.909691,105,11062,0
ppk_Latn,623554,336,4060,90653,2.75466516e-03,-17.309254,86,13248,0
ppo_Latn,1380046,111,2880,93318,1.31428615e-03,-18.078230,165,23741,0
pps_Latn,488133,377,2965,93260,3.63449917e-03,-17.060431,122,11062,0
prf_Latn,677367,306,4990,89376,2.51961088e-03,-17.384258,107,17733,0
prg_Latn,13296,697,1681,96383,8.16469627e-02,-13.981436,16,891,0
pri_Latn,907000,213,2601,94496,2.01581218e-03,-17.663046,148,16474,0
prq_Latn,187187,527,2549,94946,9.19660604e-03,-16.149984,119,4298,0
pse_Latn,479160,289,3870,91519,3.59963156e-03,-17.051226,75,13493,0
pss_Latn,324362,553,2592,93373,5.47059597e-03,-16.652725,76,6762,0
ptp_Latn,1182413,81,2382,94639,1.56238182e-03,-17.919369,130,24490,0
ptu_Latn,790369,183,3906,90868,2.20224239e-03,-17.535442,119,17647,0
pua_Latn,284168,552,2327,93845,6.20638677e-03,-16.531576,84,6760,0
pui_Latn,305473,1026,3592,92060,5.63716341e-03,-16.608570,122,6760,0
pwg_Latn,987162,138,3681,91388,1.76393986e-03,-17.763075,151,24474,0
pwn_Latn,59629,1813,4836,90246,2.51685670e-02,-15.092454,49,561,0
pww_Thai,2455377,37,572,99267,7.88782042e-04,-18.650589,60,37451,0
pxm_Latn,1707417,597,3749,92640,1.03048371e-03,-18.314203,201,30440,0
qub_Latn,2804859,1018,8639,84837,5.84678007e-04,-18.792936,311,86392,0
quc_Latn,3802901,1265,8979,83123,4.24159696e-04,-19.093477,378,100000,0
quf_Latn,815150,320,3569,92247,2.17007220e-03,-17.565220,178,17558,0
qug_Latn,2033278,1218,7140,87284,8.31864574e-04,-18.468763,363,100000,0
quh_Latn,2124328,673,5739,87946,7.98315723e-04,-18.517485,163,50801,0
qul_Latn,1191025,394,4493,90354,1.46185883e-03,-17.939537,128,28854,0
qup_Latn,1124154,70,2616,93496,1.60153709e-03,-17.882465,150,23884,0
qus_Latn,120899,986,3561,92492,1.38587153e-02,-15.713718,43,5732,0
quw_Latn,713359,1184,6326,88178,2.36942568e-03,-17.432220,176,28537,0
quy_Latn,2367298,1504,8428,84674,6.89265645e-04,-18.626448,274,100000,0
quz_Latn,2207704,1370,8207,85265,7.40086005e-04,-18.562263,240,100000,0
qva_Latn,387699,487,3774,91994,4.51050044e-03,-16.830826,125,10970,0
qvc_Latn,839598,216,3233,92790,2.12572643e-03,-17.591736,114,17482,0
qve_Latn,880380,389,4251,91092,1.98849734e-03,-17.640001,301,17832,0
qvh_Latn,914823,198,3973,91645,1.93353002e-03,-17.674086,190,22988,0
qvi_Latn,2228190,1267,7136,86961,7.55270722e-04,-18.561649,399,100000,0
qvm_Latn,665743,218,3831,92119,2.65678004e-03,-17.361477,148,16650,0
qvn_Latn,744882,226,3563,92380,2.37542671e-03,-17.476244,146,17810,0
qvo_Latn,423791,510,3172,93124,4.17560524e-03,-16.920183,217,13361,0
qvs_Latn,732592,167,2905,92968,2.43137583e-03,-17.459309,111,17666,0
qvw_Latn,989772,118,3359,93256,1.81441049e-03,-17.755098,93,23613,0
qvz_Latn,706967,155,2577,93482,2.54374643e-03,-17.419641,143,17523,0
qwh_Latn,732927,258,4234,90949,2.38639843e-03,-17.456024,130,17649,0
qxh_Latn,697154,161,3000,93733,2.57520360e-03,-17.410032,141,17446,0
qxl_Latn,422850,549,3304,92041,4.12513200e-03,-16.920647,147,10958,0
qxn_Latn,790060,274,4016,91263,2.22448663e-03,-17.529730,177,17805,0
qxo_Latn,963597,149,3814,92110,1.84543235e-03,-17.725780,148,23074,0
qxr_Latn,399324,558,3146,92976,4.42747062e-03,-16.860023,188,12493,0
rad_Latn,1409640,392,2790,94295,1.29313173e-03,-18.104872,74,30721,0
rai_Latn,1047824,100,3034,93092,1.69625352e-03,-17.820677,150,24409,0
ram_Latn,339681,217,1340,96325,5.36114162e-03,-16.704062,4,8103,0
rap_Latn,552248,100,2004,95761,3.32463451e-03,-17.176006,75,10989,0
rar_Latn,2051317,1602,7082,87867,8.13567220e-04,-18.497662,562,100000,0
rav_Deva,328221,89,844,98496,5.67390375e-03,-16.669649,40,6754,0
raw_Latn,369617,678,2847,94227,4.84255267e-03,-16.783775,106,6734,0
rcf_Latn,242092,698,3105,93049,7.16957869e-03,-16.378790,93,10707,0
rej_Latn,530942,1776,7953,84810,3.02313516e-03,-17.149630,211,9098,0
rel_Latn,280603,845,4348,91401,6.11133182e-03,-16.520622,234,6750,0
rgu_Latn,656749,459,4200,90849,2.63086389e-03,-17.357397,201,12785,0
rhg_Latn,64730,1515,4105,91122,2.36698566e-02,-15.163507,51,3252,0
ria_Latn,468101,429,3245,92316,3.75789681e-03,-17.016869,113,11043,0
rim_Latn,707853,283,5055,89512,2.39631928e-03,-17.435949,120,17820,0
rjs_Deva,310581,98,1270,98152,5.96107262e-03,-16.616777,39,6760,0
rkb_Latn,1110257,141,2704,93672,1.62702142e-03,-17.868559,106,17397,0
rmc_Latn,1606575,561,5733,89074,1.06184677e-03,-18.244968,209,39151,0
rme_Latn,14699,474,1676,95386,7.67283817e-02,-14.033171,11,366,0
rml_Latn,58815,512,2587,94195,2.67968656e-02,-15.072593,41,1790,0
rmn_Cyrl,1725259,132,2163,97155,1.08112496e-03,-18.313816,204,64930,0
rmn_Grek,2950726,53,854,99140,6.41845259e-04,-18.855452,249,79160,0
rmn_Latn,2349368,883,7397,86179,7.03450134e-04,-18.623695,232,100000,0
rmo_Latn,658738,876,4529,90548,2.62533012e-03,-17.356184,289,16689,0
rmq_Latn,140363,248,3123,92777,1.20612331e-02,-15.855713,52,3913,0
rmy_Cyrl,884094,183,2208,96834,2.08641214e-03,-17.653063,167,30085,0
rmy_Latn,2045977,1251,10436,81697,7.58940323e-04,-18.494360,275,70602,0
rnd_Latn,501104,950,4757,89870,3.41137410e-03,-17.086760,145,24508,0
rng_Latn,1357649,1246,6327,87308,1.23375284e-03,-18.074892,330,65043,0
rnl_Latn,740839,578,5090,89590,2.27390875e-03,-17.489254,84,21989,0
roh_Latn,1082010,1993,9555,84652,1.46470417e-03,-17.872406,489,30545,0
ron_Cyrl,1481369,55,1698,97381,1.24782576e-03,-18.172739,41,30637,0
ron_Latn,4058122,2498,13160,79976,3.69942563e-04,-19.191645,1168,100000,0
roo_Latn,1476594,111,2558,94481,1.22078949e-03,-18.164412,191,24068,0
rop_Latn,2597800,1380,6361,88285,6.64708905e-04,-18.704487,802,54485,0
row_Latn,703177,439,4174,90615,2.47459923e-03,-17.416052,173,14225,0
rro_Latn,972768,99,3395,92876,1.79077772e-03,-17.764126,180,24580,0
rtm_Latn,226226,754,2984,94003,7.66946477e-03,-16.321590,125,8987,0
rub_Latn,578744,423,4116,90952,3.00097891e-03,-17.226904,107,11018,0
rue_Cyrl,337123,1389,4484,93064,5.13294920e-03,-16.713118,320,8501,0
ruf_Latn,623169,198,4073,90532,2.76054412e-03,-17.305786,115,17822,0
rug_Latn,1357422,336,3903,91162,1.28405095e-03,-18.078129,147,30060,0
run_Latn,2736174,1675,10116,81722,5.83245814e-04,-18.757980,476,100000,0
rup_Latn,200470,1064,5384,90093,8.24725676e-03,-16.206472,54,5032,0
rus_Cyrl,5880953,1627,5751,94227,3.06983345e-04,-19.542179,2004,100000,0
rwo_Latn,3237190,44,3037,92140,5.50862860e-04,-18.935089,239,51384,0
sab_Latn,1162594,133,2763,93144,1.55099158e-03,-17.910763,160,16901,0
sag_Latn,2281686,1353,7710,85572,7.22535723e-04,-18.589857,234,100000,0
sah_Cyrl,4079029,1748,6109,93935,4.34925208e-04,-19.190695,2050,100000,0
saj_Latn,333117,685,3570,91383,5.18800254e-03,-16.684221,94,6675,0
san_Deva,3446181,1579,4753,95974,5.39011486e-04,-18.997606,2220,100000,0
san_Latn,1850628,768,5860,89410,9.13792120e-04,-18.398895,219,36337,0
sas_Latn,556131,314,4260,90448,3.11955215e-03,-17.182596,92,13444,0
sat_Latn,538506,567,4025,91375,3.23118112e-03,-17.157635,145,10932,0
sat_Olck,1598147,904,1808,98872,1.26143601e-03,-18.177086,1083,16858,0
say_Latn,13331,324,939,97964,8.35397787e-02,-13.974788,12,693,0
sba_Latn,1800710,497,4415,90828,9.78196099e-04,-18.346523,182,37535,0
sbd_Latn,604900,283,2821,93825,2.94684449e-03,-17.276207,136,13463,0
sbe_Latn,557379,135,3111,92715,3.17595599e-03,-17.189432,149,14275,0
sbl_Latn,844764,191,4022,91733,2.08106511e-03,-17.601513,133,17703,0
sbs_Latn,4957,492,1118,96961,1.29449154e-01,-13.526531,5,271,0
sby_Latn,3182,453,915,97182,1.47237770e-01,-13.400047,5,172,0
sck_Deva,277744,142,1424,97898,6.65861762e-03,-16.503525,37,6800,0
scn_Latn,2250905,2358,12651,79968,6.71516315e-04,-18.595354,756,62189,0
sco_Latn,3086951,3198,15579,76157,4.68365166e-04,-18.906815,1088,87458,0
sda_Latn,680301,305,4280,90296,2.52792520e-03,-17.391205,153,18554,0
sdc_Latn,17609,785,2064,95069,6.80483708e-02,-14.149895,17,692,0
sdh_Arab,6559534,1252,4444,96627,3.07001261e-04,-19.567272,2149,100000,0
sdo_Latn,11210,511,1300,95832,8.98464708e-02,-13.880005,16,643,0
sdq_Latn,992925,810,5841,87299,1.70638080e-03,-17.750475,212,12828,0
seh_Latn,2107973,1478,8121,84394,7.71804593e-04,-18.510031,404,100000,0
sel_Cyrl,4541,181,556,99039,1.35669820e-01,-13.500800,7,111,0
ses_Latn,759871,401,3915,91038,2.30384850e-03,-17.492207,176,22094,0
sey_Latn,824823,183,2604,93900,2.18820923e-03,-17.574657,157,17722,0
sfw_Latn,185760,878,3543,92564,9.16842360e-03,-16.127645,81,8107,0
sgb_Latn,769720,169,4370,90870,2.24122555e-03,-17.517918,164,17786,0
sgc_Latn,361550,632,4496,90207,4.70126092e-03,-16.769787,155,11896,0
sgh_Cyrl,16457,287,1019,98230,7.29165003e-02,-14.113507,19,614,0
sgs_Latn,247095,2062,6616,88801,6.54339466e-03,-16.423452,172,8518,0
sgw_Ethi,666416,18,649,98881,2.83114681e-03,-17.368746,37,13446,0
sgz_Latn,1600004,83,3348,92176,1.11199024e-03,-18.233059,183,28351,0
shi_Latn,349026,596,2895,94615,4.97062154e-03,-16.761782,151,8865,0
shk_Latn,300624,381,2116,96183,5.97846512e-03,-16.593599,56,6733,0
shn_Mymr,2810295,1810,5912,92639,6.43615883e-04,-18.784874,1268,32679,0
shp_Latn,1630611,899,6420,87120,1.00796247e-03,-18.274866,274,71688,0
shr_Latn,270628,1098,4674,90108,6.26404562e-03,-16.481693,96,12550,0
shu_Arab,252791,44,664,98908,7.35917014e-03,-16.413754,10,4298,0
sid_Latn,2297290,747,5667,88333,7.42409512e-04,-18.594479,214,100000,0
sig_Latn,853221,205,2838,93656,2.11758213e-03,-17.604864,135,17703,0
sil_Latn,575193,267,2937,93493,3.12073016e-03,-17.215330,129,13450,0
sim_Latn,1254411,140,3539,91423,1.40831042e-03,-17.988617,174,24094,0
sin_Sinh,7045064,1872,4386,96619,2.97511896e-04,-19.598587,2323,100000,0
sja_Latn,1172451,153,3298,93049,1.52701556e-03,-17.925322,156,22053,0
sjo_Mong,42151,53,306,99665,3.74461152e-02,-14.794422,42,688,0
sju_Latn,4406,420,909,98043,1.35751416e-01,-13.490091,6,102,0
skg_Latn,1007249,848,5099,90250,1.71788801e-03,-17.776999,204,44788,0
skr_Arab,36844,247,1246,98225,4.06404445e-02,-14.698008,27,2026,0
sld_Latn,610047,429,3354,93597,2.91686233e-03,-17.284000,133,13475,0
slk_Latn,5307788,1777,10121,82042,2.97515183e-04,-19.435032,613,100000,0
sll_Latn,1115259,114,3810,91161,1.57502730e-03,-17.873865,189,24338,0
slv_Latn,4610147,2184,11583,80984,3.36626975e-04,-19.298542,1096,100000,0
sma_Latn,476206,1144,5020,91013,3.55763499e-03,-17.057417,156,11624,0
sme_Latn,3708775,1913,10267,81964,4.18597507e-04,-19.092636,605,100000,0
smj_Latn,298975,1200,4630,91252,5.67443514e-03,-16.593164,131,7981,0
smk_Latn,827941,257,5243,89493,2.04884679e-03,-17.592394,160,17697,0
sml_Latn,620688,384,4688,90266,2.77510559e-03,-17.297583,125,13435,0
smn_Latn,491367,1261,5598,89902,3.42005626e-03,-17.084574,157,12132,0
smo_Latn,2463061,1510,7021,88136,6.79817423e-04,-18.680323,539,100000,0
sms_Latn,280014,1070,4217,92248,6.08799517e-03,-16.533672,71,5951,0
smt_Latn,616581,517,4320,90648,2.76630168e-03,-17.304983,148,17824,0
sna_Latn,2531236,1883,9639,81736,6.18065028e-04,-18.700167,456,100000,0
snc_Latn,1201296,123,3288,92420,1.46276855e-03,-17.961523,186,24563,0
snd_Arab,5177152,2074,6707,92220,3.37050581e-04,-19.427210,1599,100000,0
snd_Deva,93893,276,1912,97428,1.82853945e-02,-15.488522,76,2147,0
snd_Latn,149868,2334,7597,86375,1.02217327e-02,-15.949693,74,4155,0
snf_Latn,504252,491,3779,91396,3.46704380e-03,-17.087410,136,11027,0
snn_Latn,992759,169,2716,93831,1.82772311e-03,-17.753935,180,17690,0
snp_Latn,2436022,46,3263,92235,7.25268084e-04,-18.661064,183,48512,0
snw_Latn,787284,198,3290,92847,2.26354906e-03,-17.529530,162,17742,0
sny_Latn,1453157,97,2861,93556,1.24193079e-03,-18.137403,108,24185,0
soe_Latn,20322,590,1649,95714,6.24495243e-02,-14.242517,26,945,0
som_Latn,5063712,2336,11931,80315,3.25917968e-04,-19.322577,1466,100000,0
sop_Latn,2128525,1551,8312,84499,7.57604327e-04,-18.529844,392,100000,0
soq_Latn,1365368,167,3804,91583,1.27579384e-03,-18.089188,149,28667,0
sot_Latn,3052385,1364,8654,84145,5.26143161e-04,-18.890234,441,73326,0
soy_Latn,891364,130,2087,96260,2.05153966e-03,-17.663973,162,17800,0
spa_Latn,3333666,2149,12634,80238,4.60956941e-04,-18.974958,729,100000,0
spl_Latn,1405980,81,2965,93073,1.28674260e-03,-18.096781,113,21813,0
spm_Latn,147388,248,2214,94875,1.16632963e-02,-15.911624,54,2755,0
spp_Latn,897013,160,3303,93005,2.00329235e-03,-17.653372,139,17708,0
sps_Latn,1368631,138,3655,91863,1.29445799e-03,-18.077717,191,24920,0
spy_Latn,972740,257,2828,93869,1.85536672e-03,-17.739328,115,19910,0
srd_Latn,1667730,2595,13100,79887,9.02915322e-04,-18.298250,781,48717,0
sri_Latn,876839,156,2857,93884,2.07214474e-03,-17.628986,138,17537,0
srm_Latn,2041982,889,5264,89997,8.48027387e-04,-18.480129,511,65066,0
srn_Latn,2200835,1436,7540,85568,7.49286834e-04,-18.553455,442,100000,0
srp_Cyrl,4386407,2353,7098,91312,3.92007226e-04,-19.266268,1579,100000,0
srp_Latn,2620735,851,7757,86121,6.22820657e-04,-18.744761,389,79008,0
srq_Latn,509548,413,3274,93114,3.47337629e-03,-17.104208,128,10959,0
srr_Latn,63069,976,3051,93003,2.47943025e-02,-15.137528,43,2867,0
ssd_Latn,1213965,192,3652,91588,1.46207899e-03,-17.952951,173,29416,0
ssg_Latn,974957,110,3631,92004,1.80283529e-03,-17.747982,172,24525,0
ssw_Latn,2631915,1526,9451,82018,5.96484688e-04,-18.739151,294,100000,0
ssx_Latn,1110748,94,2506,93755,1.63105247e-03,-17.866970,162,22160,0
stn_Latn,599912,292,3273,92773,2.90398296e-03,-17.279583,101,13415,0
stp_Latn,1385455,146,2813,93996,1.30221510e-03,-18.094696,107,17750,0
stq_Latn,341768,574,3010,92999,5.13824542e-03,-16.711388,63,8966,0
sua_Latn,1811167,90,3454,92344,9.87504744e-04,-18.353605,188,23474,0
suc_Latn,538683,308,3590,92247,3.26913585e-03,-17.155455,119,11025,0
sue_Latn,1017690,93,3512,91322,1.72750501e-03,-17.783224,108,24412,0
suk_Latn,919158,351,5014,89361,1.85311993e-03,-17.691324,172,22242,0
sun_Latn,4692764,2355,16656,74748,3.02466863e-04,-19.325417,1394,100000,0
sur_Latn,614116,301,2999,93065,2.89780031e-03,-17.284857,106,13529,0
sus_Arab,1561590,15,380,99364,1.22586083e-03,-18.210657,29,30707,0
sus_Latn,724988,580,3875,91084,2.40495303e-03,-17.449762,253,21057,0
suz_Deva,2902604,19,1211,97978,6.59824891e-04,-18.816034,56,57138,0
swb_Latn,21260,859,2247,93964,5.92122312e-02,-14.277294,24,1096,0
swc_Latn,1919198,1766,9017,83074,8.27778873e-04,-18.424252,373,100000,0
swe_Latn,4355396,2370,12005,80899,3.54420541e-04,-19.245983,895,100000,0
swg_Latn,298824,1137,4473,90700,5.63859282e-03,-16.593433,92,8406,0
swh_Latn,3625178,2234,13932,77157,4.33255792e-04,-18.997780,945,100000,0
swk_Latn,253968,783,3896,90548,6.66790047e-03,-16.424086,76,6577,0
swp_Latn,934431,259,4377,90707,1.84014151e-03,-17.713303,180,25881,0
sxb_Latn,761858,296,4229,91241,2.28161081e-03,-17.504133,252,17789,0
sxn_Latn,1728661,985,7759,85463,9.45739969e-04,-18.319382,346,49827,0
syb_Latn,504211,432,4125,91404,3.43964242e-03,-17.095432,107,10836,0
syc_Syrc,291239,118,536,99547,6.24179158e-03,-16.584873,151,7103,0
syl_Beng,234827,42,595,99244,7.86240225e-03,-16.351000,43,4163,0
syl_Latn,497275,808,4221,91945,3.49391551e-03,-17.085678,69,8549,0
syl_Sylo,304444,119,653,99421,6.68788686e-03,-16.514576,158,3570,0
szb_Latn,280050,762,3252,92003,6.13371611e-03,-16.523531,108,6749,0
szl_Latn,1841067,2197,11891,80810,8.28747865e-04,-18.395451,575,55404,0
szy_Latn,228276,1730,6380,88065,7.37488429e-03,-16.295506,101,2536,0
tab_Cyrl,883697,18,1514,97646,2.09941808e-03,-17.655199,63,17650,0
tac_Latn,1136511,414,3858,91694,1.56491938e-03,-17.886133,317,20618,0
tah_Latn,2076187,1512,6606,88696,8.09280682e-04,-18.512335,490,100000,0
taj_Deva,905501,25,1153,98119,2.10020521e-03,-17.659657,35,17753,0
tam_Latn,128888,2106,5816,88782,1.22333664e-02,-15.797527,61,4081,0
tam_Taml,5480618,2161,5052,94940,3.36348042e-04,-19.458364,2059,100000,0
tap_Latn,235950,882,4382,91057,7.10354936e-03,-16.366402,124,6921,0
taq_Latn,1515880,2000,9690,83890,1.04567977e-03,-18.200350,273,27347,0
taq_Tfng,266280,333,1264,98551,6.72264727e-03,-16.500603,285,4245,0
tar_Latn,1188057,1152,6951,85622,1.38129091e-03,-17.942434,230,46732,0
tat_Cyrl,3382230,1663,5570,93556,5.30770966e-04,-18.987495,1416,100000,0
tat_Latn,24842,1070,2526,94840,5.34361914e-02,-14.389214,31,885,0
tav_Latn,1000295,185,3307,93076,1.78653640e-03,-17.768648,201,17136,0
taw_Latn,885336,102,2194,95030,2.08350307e-03,-17.635653,101,17319,0
tay_Latn,92310,1481,4259,91286,1.85510375e-02,-15.408982,103,743,0
tbc_Latn,1191685,86,3943,91347,1.46980336e-03,-17.945047,174,24280,0
tbg_Latn,2483003,246,3474,92369,7.13465875e-04,-18.678923,228,44840,0
tbk_Latn,727592,444,4889,90067,2.35137676e-03,-17.461063,191,10680,0
tbl_Latn,567398,342,3658,92121,3.09190085e-03,-17.209827,88,11846,0
tbo_Latn,971434,129,3303,92338,1.80413510e-03,-17.750885,127,24484,0
tbw_Latn,232774,807,3855,91898,7.33260693e-03,-16.343859,124,4287,0
tby_Latn,621551,274,3661,91188,2.79063673e-03,-17.302164,107,13422,0
tbz_Latn,2382538,127,2546,95582,7.73833858e-04,-18.631893,198,52480,0
tca_Latn,1125114,138,2228,95138,1.61523377e-03,-17.891359,207,17326,0
tcc_Latn,766635,250,4074,91512,2.24889949e-03,-17.521540,132,17823,0
tcf_Latn,2484311,1328,6894,87658,6.84401967e-04,-18.668163,248,100000,0
tcs_Latn,945430,452,3775,91839,1.88808313e-03,-17.699986,304,22712,0
tcy_Knda,382140,564,1302,98217,4.84945315e-03,-16.823824,336,8457,0
tcz_Latn,2580765,1089,7475,84594,6.29384517e-04,-18.716387,289,68634,0
tdx_Latn,1261341,1084,5765,89277,1.35876656e-03,-18.000677,277,55963,0
ted_Latn,1052398,121,2570,95014,1.72166589e-03,-17.826242,149,17646,0
tee_Latn,1062068,123,2651,94128,1.69424703e-03,-17.832928,179,17807,0
tel_Latn,115509,2443,7237,86888,1.32895507e-02,-15.693152,78,4040,0
tel_Telu,5313679,1527,3520,97809,3.52201301e-04,-19.442080,2137,100000,0
tem_Latn,520787,280,3240,93035,3.40205263e-03,-17.124107,81,13526,0
teo_Latn,1121817,817,6045,88186,1.49007052e-03,-17.896135,261,41825,0
ter_Latn,1111978,233,3710,92852,1.59152534e-03,-17.881824,215,17895,0
tet_Latn,2292008,1390,8249,84615,7.12396382e-04,-18.592743,264,100000,0
tew_Latn,704364,200,2612,94565,2.59547144e-03,-17.411030,123,10834,0
tfr_Latn,900725,222,2977,93790,2.01181068e-03,-17.657534,127,17084,0
tgk_Cyrl,4313659,1854,5825,93694,4.12044587e-04,-19.242168,1911,100000,0
tgo_Latn,1124184,123,3457,91607,1.56929026e-03,-17.882395,109,24717,0
tgp_Latn,703086,186,3355,92055,2.49194489e-03,-17.424833,122,17765,0
tha_Thai,6001780,1468,3613,98485,3.16118605e-04,-19.557053,2399,100000,0
thk_Latn,586249,261,3563,92671,2.98401332e-03,-17.251297,141,13482,0
thl_Deva,338123,98,1639,97687,5.79914631e-03,-16.639568,40,6915,0
thv_Latn,3580,423,899,97849,1.43897424e-01,-13.429835,3,372,0
tif_Latn,1788012,103,3654,91972,9.96784240e-04,-18.340216,214,23726,0
tig_Ethi,91217,145,785,98806,1.88201539e-02,-15.473741,74,3064,0
tih_Latn,1643643,545,5588,89060,1.04586219e-03,-18.259979,254,40349,0
tik_Latn,757795,166,2056,96224,2.45454684e-03,-17.484247,103,13464,0
tim_Latn,1563401,56,2745,93262,1.16119548e-03,-18.201473,146,30702,0
tir_Ethi,6083312,519,2030,98257,3.79099168e-04,-19.373055,801,100000,0
tiv_Latn,2232513,1434,7217,85596,7.35747302e-04,-18.572018,249,100000,0
tiy_Latn,839217,192,3745,91830,2.10011357e-03,-17.593458,94,17716,0
tke_Latn,541905,571,4829,89644,3.11672550e-03,-17.174574,152,14338,0
tkl_Latn,11173,429,1254,96896,9.06538757e-02,-13.882100,16,505,0
tkr_Cyrl,28230,258,1208,97940,5.01855968e-02,-14.484138,17,777,0
tku_Latn,836672,181,2776,93948,2.15192257e-03,-17.591890,157,17821,0
tlb_Latn,621069,376,4421,89633,2.74076348e-03,-17.302998,144,13436,0
tlf_Latn,1682516,61,3203,92429,1.06544100e-03,-18.278563,160,23775,0
tlh_Latn,1423996,848,5565,89097,1.20967629e-03,-18.114883,185,42807,0
tlj_Latn,801945,212,3885,91654,2.18904040e-03,-17.550068,135,17791,0
tll_Latn,2145553,1512,7433,85359,7.58212982e-04,-18.539167,309,100000,0
tly_Latn,279208,2014,7288,88192,5.88298475e-03,-16.522963,206,3892,0
tmc_Latn,361074,576,2683,94396,4.90420237e-03,-16.772917,127,6765,0
tmd_Latn,1012470,198,2640,94493,1.79872115e-03,-17.776960,137,17323,0
tna_Latn,1071119,99,3064,93023,1.67205033e-03,-17.834307,158,23936,0
tnc_Latn,345940,328,2604,94330,5.11431392e-03,-16.730267,132,5146,0
tnk_Latn,932418,135,2885,94011,1.94240789e-03,-17.694994,146,17717,0
tnn_Latn,896145,198,2906,94026,2.02174895e-03,-17.655119,143,17665,0
tnp_Latn,611684,330,2730,94792,2.95631293e-03,-17.283253,144,10970,0
tnr_Latn,425789,625,3343,92700,4.14317703e-03,-16.923416,92,6516,0
tob_Latn,2199870,709,4676,90645,7.92287623e-04,-18.555292,340,42001,0
toc_Latn,1440836,258,3362,93025,1.23849794e-03,-18.134480,200,17742,0
tod_Latn,870758,233,3502,92940,2.03295213e-03,-17.637976,169,19051,0
tog_Latn,2071830,1086,6704,85681,7.99334021e-04,-18.490118,229,100000,0
toh_Latn,2032178,1290,7052,86034,8.18812070e-04,-18.470154,361,89915,0
toi_Latn,2108156,1410,8346,84162,7.62470585e-04,-18.519445,326,100000,0
